HomeworkID,GraderUserID,GradeeUserID,peerGrade,teacherGrade
2589122981269737881,6869437530422717814,6444662085879745474,8,8
2589122981269737881,-8981049589695732617,-2728939894291594179,3,6
2589122981269737881,-7327548254970364104,-8262260233757199941,9,9
2589122981269737881,-8981049589695732617,5559894950866199634,10,10
2589122981269737881,-8981049589695732617,-3818028073493278348,9,9
2589122981269737881,-2728939894291594179,-8502564433408105590,10,9
2589122981269737881,-7327548254970364104,3512653044388221443,9,9
2589122981269737881,-925517113765403797,-8262260233757199941,10,9
2589122981269737881,-925517113765403797,3512653044388221443,10,9
2589122981269737881,-4302607184151330040,8704044533576162495,9,9
2589122981269737881,-925517113765403797,7628656010062127054,10,10
2589122981269737881,-2728939894291594179,1985172912796549543,10,10
2589122981269737881,-7327548254970364104,7628656010062127054,9,10
2589122981269737881,-4143146220399751258,8045191724711396039,5,7
2589122981269737881,-2728939894291594179,7183893840223789582,10,10
2589122981269737881,4216367724842556915,-3912938111763977164,3,2
2589122981269737881,7346489854480964254,-5588409367957918119,10,10
2589122981269737881,-4176864639078643832,2040130268582182085,8,9
2589122981269737881,7346489854480964254,-4176864639078643832,10,10
2589122981269737881,-4143146220399751258,-5340603764999339036,7,9
2589122981269737881,7346489854480964254,-3833648873231856420,9,8
2589122981269737881,-4176864639078643832,-6207535764692348303,7,10
2589122981269737881,-206328847223482635,-7327548254970364104,9,10
2589122981269737881,-4176864639078643832,-4882523768837710388,8,7
2589122981269737881,-3631261104119928489,-8502564433408105590,8,9
2589122981269737881,-5129076962352162838,8704044533576162495,10,9
2589122981269737881,-206328847223482635,1631024954238824168,8,8
2589122981269737881,-206328847223482635,-1085715677670258474,10,10
2589122981269737881,5043160034822884486,-5129076962352162838,10,10
2589122981269737881,7785540347691826126,2040130268582182085,10,9
2589122981269737881,-4143146220399751258,6067139382551527861,6,6
2589122981269737881,5043160034822884486,-346988612308926949,10,10
2589122981269737881,-5129076962352162838,7785540347691826126,10,10
2589122981269737881,-3530958150463068431,-8621123456942430153,10,10
2589122981269737881,4216367724842556915,5057195100022453755,6,6
2589122981269737881,-3631261104119928489,1985172912796549543,9,10
2589122981269737881,-3530958150463068431,-8981049589695732617,10,10
2589122981269737881,5043160034822884486,2817046965901375317,9,10
2589122981269737881,6067139382551527861,-5294462333231044103,8,7
2589122981269737881,-3530958150463068431,3907485103050763342,10,10
2589122981269737881,-5129076962352162838,-1921017316504947207,10,10
2589122981269737881,-3631261104119928489,7183893840223789582,10,10
2589122981269737881,4216367724842556915,-7875910207619311099,7,6
2589122981269737881,7785540347691826126,-6207535764692348303,8,10
2589122981269737881,-6817634050468465343,-3673527619837767417,10,10
2589122981269737881,-6817634050468465343,-7501911900900847400,10,10
2589122981269737881,-6817634050468465343,8521180591021110584,10,10
2589122981269737881,7785540347691826126,-4882523768837710388,6,7
2589122981269737881,-4882523768837710388,-7327548254970364104,10,10
2589122981269737881,5125690807681276974,-5294462333231044103,8,7
2589122981269737881,5125690807681276974,-206328847223482635,10,10
2589122981269737881,-4882523768837710388,1631024954238824168,6,8
2589122981269737881,5125690807681276974,-6571462787847981574,10,9
2589122981269737881,-4882523768837710388,-1085715677670258474,10,10
2589122981269737881,2817046965901375317,731839041068039171,10,10
2589122981269737881,-5294462333231044103,-3912938111763977164,9,2
2589122981269737881,2817046965901375317,-4143146220399751258,10,10
2589122981269737881,2817046965901375317,-925517113765403797,10,10
2589122981269737881,731839041068039171,5125690807681276974,10,10
2589122981269737881,731839041068039171,8138168151223630932,9,6
2589122981269737881,-6571462787847981574,8045191724711396039,9,7
2589122981269737881,731839041068039171,-4302607184151330040,9,8
2589122981269737881,8704044533576162495,-8621123456942430153,10,10
2589122981269737881,8704044533576162495,-8981049589695732617,10,10
2589122981269737881,8704044533576162495,3907485103050763342,10,10
2589122981269737881,-6571462787847981574,-5340603764999339036,8,9
2589122981269737881,-6571462787847981574,6067139382551527861,5,6
2589122981269737881,-3673527619837767417,-2728939894291594179,5,6
2589122981269737881,-3673527619837767417,5559894950866199634,8,10
2589122981269737881,-1921017316504947207,-8262260233757199941,9,9
2589122981269737881,-3673527619837767417,-3818028073493278348,8,9
2589122981269737881,-1921017316504947207,3512653044388221443,10,9
2589122981269737881,-1921017316504947207,7628656010062127054,9,10
2589122981269737881,-7501911900900847400,6869437530422717814,10,10
2589122981269737881,-7501911900900847400,5043160034822884486,9,9
2589122981269737881,-5426852461222508178,753249133726386317,10,8
2589122981269737881,-7501911900900847400,-3596532809816955575,10,10
2589122981269737881,-5426852461222508178,5299819024985375172,10,9
2589122981269737881,-5426852461222508178,-8457883495768630956,10,9
2589122981269737881,-1834271713594581753,5125690807681276974,10,10
2589122981269737881,-1834271713594581753,8138168151223630932,7,6
2589122981269737881,-1834271713594581753,-4302607184151330040,10,8
2589122981269737881,-3833648873231856420,-1834271713594581753,10,10
2589122981269737881,-8457883495768630956,-5588409367957918119,10,10
2589122981269737881,-3833648873231856420,-9005343148083780865,10,10
2589122981269737881,-3833648873231856420,-5426852461222508178,10,10
2589122981269737881,-8457883495768630956,-4176864639078643832,10,10
2589122981269737881,-8457883495768630956,-3833648873231856420,9,8
2589122981269737881,-4302607184151330040,7785540347691826126,10,10
2589122981269737881,-4302607184151330040,-1921017316504947207,10,10
2589122981269737881,7628656010062127054,-5129076962352162838,10,10
