HomeworkID,GraderUserID,GradeeUserID,peerGrade,teacherGrade
4585884615894390508,3291627971835625852,-5857954693836234965,6,9
4585884615894390508,4037656876218158908,-5857954693836234965,10,9
4585884615894390508,321186723083951227,3751678557287051323,9,10
4585884615894390508,-1129154409725669650,3751678557287051323,10,10
4585884615894390508,-8328301354780251771,3751678557287051323,10,10
4585884615894390508,-988417347296159754,-6510490128125564437,10,10
4585884615894390508,-2511600294443285943,-6510490128125564437,9,10
4585884615894390508,-4908798154234976332,-6510490128125564437,10,10
4585884615894390508,7411828142225740705,1430331459444889292,9,7
4585884615894390508,4824639931778853897,1430331459444889292,10,7
4585884615894390508,-6705020552024224869,1430331459444889292,8,7
4585884615894390508,321186723083951227,-8765246526222462103,9,10
4585884615894390508,-1129154409725669650,-8765246526222462103,10,10
4585884615894390508,-8328301354780251771,-8765246526222462103,9,10
4585884615894390508,-6084143677483698618,1262052650357240656,9,10
4585884615894390508,4056463136368465269,1262052650357240656,10,10
4585884615894390508,7375715901557549387,1262052650357240656,10,10
4585884615894390508,-6246959013300827803,74985685559192309,9,10
4585884615894390508,7534620240197248922,74985685559192309,9,10
4585884615894390508,-3080145017317902655,74985685559192309,9,10
4585884615894390508,-6246959013300827803,-7257612861228712000,10,4
4585884615894390508,-4550393332988739516,-7257612861228712000,1,4
4585884615894390508,-5524377431006086126,-7257612861228712000,3,4
4585884615894390508,4284462121930289242,3274518220812621178,7,7
4585884615894390508,-5857954693836234965,3274518220812621178,6,7
4585884615894390508,-3751393177065517156,3274518220812621178,7,7
4585884615894390508,3291627971835625852,-922040492532743256,10,10
4585884615894390508,-8370599446647754255,-922040492532743256,8,10
4585884615894390508,1262052650357240656,-922040492532743256,10,10
4585884615894390508,4037656876218158908,3291627971835625852,9,8
4585884615894390508,-922040492532743256,3291627971835625852,8,8
4585884615894390508,4216522119416508566,-4908798154234976332,10,10
4585884615894390508,-2532111925759703301,-4908798154234976332,10,10
4585884615894390508,-864766221860116484,-4908798154234976332,10,10
4585884615894390508,-8280476317619064104,-864766221860116484,10,9
4585884615894390508,-4550393332988739516,-864766221860116484,9,9
4585884615894390508,-6095111208554284421,-864766221860116484,9,9
4585884615894390508,7228713895575637370,1189227684485110590,10,9
4585884615894390508,-2511600294443285943,1189227684485110590,9,9
